Year,Month,Day,Hour,Minute,DNI,Wind Speed
2019,4,1,1,30,0,5.5
2019,4,1,2,30,0,5.4
2019,4,1,3,30,0,5.300000000000001
2019,4,1,4,30,0,5.2
2019,4,1,5,30,0,5.300000000000001
2019,4,1,6,30,498,5.5
2019,4,1,7,30,750,5.5
2019,4,1,8,30,868,5.4
2019,4,1,9,30,935,5.2
2019,4,1,10,30,971,5
2019,4,1,11,30,984,4.9
2019,4,1,12,30,986,4.800000000000001
2019,4,1,13,30,977,4.6000000000000005
2019,4,1,14,30,948,4.3
2019,4,1,15,30,886,3.9000000000000004
2019,4,1,16,30,768,3.2
2019,4,1,17,30,516,2.6
2019,4,1,18,30,0,2.4000000000000004
2019,4,1,19,30,0,2.1
2019,4,1,20,30,0,1.9000000000000001
2019,4,1,21,30,0,1.7000000000000002
2019,4,1,22,30,0,1.7000000000000002
2019,4,1,23,30,0,1.8
2019,4,2,0,30,0,2
2019,4,2,1,30,0,2.2
2019,4,2,2,30,0,2.3000000000000003
2019,4,2,3,30,0,2.5
2019,4,2,4,30,0,2.6
2019,4,2,5,30,0,2.6
2019,4,2,6,30,206,2.9000000000000004
2019,4,2,7,30,566,3.4000000000000004
2019,4,2,8,30,813,3.9000000000000004
2019,4,2,9,30,905,4.3
2019,4,2,10,30,560,4.3
2019,4,2,11,30,548,3.8000000000000003
2019,4,2,12,30,482,3.5
2019,4,2,13,30,448,3.5
2019,4,2,14,30,29,3.7
2019,4,2,15,30,0,4
2019,4,2,16,30,0,4.1000000000000005
2019,4,2,17,30,0,4
2019,4,2,18,30,0,3.9000000000000004
2019,4,2,19,30,0,3.8000000000000003
2019,4,2,20,30,0,3.9000000000000004
2019,4,2,21,30,0,4.1000000000000005
2019,4,2,22,30,0,4.2
2019,4,2,23,30,0,4.2
2019,4,3,0,30,0,4.4
2019,4,3,1,30,0,4.800000000000001
2019,4,3,2,30,0,5.1000000000000005
2019,4,3,3,30,0,5
2019,4,3,4,30,0,4.7
2019,4,3,5,30,11,4.3
2019,4,3,6,30,460,3.9000000000000004
2019,4,3,7,30,709,3.8000000000000003
2019,4,3,8,30,814,4.1000000000000005
2019,4,3,9,30,871,4.2
2019,4,3,10,30,920,4.3
2019,4,3,11,30,940,4.6000000000000005
2019,4,3,12,30,932,5.1000000000000005
2019,4,3,13,30,902,5.5
2019,4,3,14,30,863,5.5
2019,4,3,15,30,809,5.2
2019,4,3,16,30,714,4.9
2019,4,3,17,30,485,4.7
2019,4,3,18,30,0,4.6000000000000005
2019,4,3,19,30,0,4.2
2019,4,3,20,30,0,4.1000000000000005
2019,4,3,21,30,0,3.8000000000000003
2019,4,3,22,30,0,3.2
2019,4,3,23,30,0,2.5
2019,4,4,0,30,0,2.1
2019,4,4,1,30,0,1.8
2019,4,4,2,30,0,1.7000000000000002
2019,4,4,3,30,0,1.7000000000000002
2019,4,4,4,30,0,1.8
2019,4,4,5,30,0,1.9000000000000001
2019,4,4,6,30,277,2
2019,4,4,7,30,519,2.2
2019,4,4,8,30,799,2.5
2019,4,4,9,30,686,2.5
2019,4,4,10,30,556,2.4000000000000004
2019,4,4,11,30,911,2.3000000000000003
2019,4,4,12,30,904,2.2
2019,4,4,13,30,892,2.2
2019,4,4,14,30,846,2.3000000000000003
2019,4,4,15,30,772,2.2
2019,4,4,16,30,655,2
2019,4,4,17,30,422,2
2019,4,4,18,30,10,2.1
2019,4,4,19,30,0,3.2
2019,4,4,20,30,0,3.9000000000000004
2019,4,4,21,30,0,3.9000000000000004
2019,4,4,22,30,0,3.6
2019,4,4,23,30,0,3.4000000000000004
2019,4,5,0,30,0,3.3000000000000003
2019,4,5,1,30,0,3.3000000000000003
2019,4,5,2,30,0,3.3000000000000003
2019,4,5,3,30,0,3.3000000000000003
2019,4,5,4,30,0,3.2
2019,4,5,5,30,0,3.1
2019,4,5,6,30,23,3.1
2019,4,5,7,30,117,3.2
2019,4,5,8,30,75,3.2
2019,4,5,9,30,0,3
2019,4,5,10,30,3,3
2019,4,5,11,30,14,3.1
2019,4,5,12,30,13,3.2
2019,4,5,13,30,2,3.3000000000000003
2019,4,5,14,30,0,3.5
2019,4,5,15,30,0,3.6
2019,4,5,16,30,0,3.7
2019,4,5,17,30,0,3.8000000000000003
2019,4,5,18,30,0,3.9000000000000004
2019,4,5,19,30,0,3.7
2019,4,5,20,30,0,3.2
2019,4,5,21,30,0,2.8000000000000003
2019,4,5,22,30,0,2.8000000000000003
2019,4,5,23,30,0,2.7
2019,4,6,0,30,0,2.2
2019,4,6,1,30,0,1.5
2019,4,6,2,30,0,1.2000000000000002
2019,4,6,3,30,0,1.7000000000000002
2019,4,6,4,30,0,2.5
2019,4,6,5,30,6,3
2019,4,6,6,30,43,2.9000000000000004
2019,4,6,7,30,24,2.5
2019,4,6,8,30,269,2.2
2019,4,6,9,30,795,1.8
2019,4,6,10,30,887,1.5
2019,4,6,11,30,902,1.2000000000000002
2019,4,6,12,30,900,1
2019,4,6,13,30,883,0.8
2019,4,6,14,30,841,0.8
2019,4,6,15,30,771,0.8
2019,4,6,16,30,646,0.7000000000000001
2019,4,6,17,30,410,0.6000000000000001
2019,4,6,18,30,11,0.6000000000000001
2019,4,6,19,30,0,0.9
2019,4,6,20,30,0,1.2000000000000002
2019,4,6,21,30,0,1.5
2019,4,6,22,30,0,1.6
2019,4,6,23,30,0,1.6
2019,4,7,0,30,0,1.5
2019,4,7,1,30,0,1.3
2019,4,7,2,30,0,1.2000000000000002
2019,4,7,3,30,0,1
2019,4,7,4,30,0,1
2019,4,7,5,30,0,1
2019,4,7,6,30,367,1.1
2019,4,7,7,30,536,1.2000000000000002
2019,4,7,8,30,747,1.3
2019,4,7,9,30,817,1.6
2019,4,7,10,30,532,1.8
2019,4,7,11,30,463,2.1
2019,4,7,12,30,407,2.3000000000000003
2019,4,7,13,30,263,2.5
2019,4,7,14,30,353,2.7
2019,4,7,15,30,160,2.8000000000000003
2019,4,7,16,30,16,2.6
2019,4,7,17,30,28,2.5
2019,4,7,18,30,0,2.5
2019,4,7,19,30,0,2.8000000000000003
2019,4,7,20,30,0,3
2019,4,7,21,30,0,3.3000000000000003
2019,4,7,22,30,0,3.4000000000000004
2019,4,7,23,30,0,3.3000000000000003
2019,4,8,0,30,0,3.3000000000000003
2019,4,8,1,30,0,3.4000000000000004
2019,4,8,2,30,0,3.7
2019,4,8,3,30,0,3.8000000000000003
2019,4,8,4,30,0,3.8000000000000003
2019,4,8,5,30,0,3.6
2019,4,8,6,30,0,3.2
2019,4,8,7,30,67,2.9000000000000004
2019,4,8,8,30,116,2.7
2019,4,8,9,30,98,2.5
2019,4,8,10,30,204,2.5
2019,4,8,11,30,242,2.6
2019,4,8,12,30,190,2.7
2019,4,8,13,30,247,2.8000000000000003
2019,4,8,14,30,18,2.7
2019,4,8,15,30,318,2.6
2019,4,8,16,30,171,2.4000000000000004
2019,4,8,17,30,218,2.3000000000000003
2019,4,8,18,30,0,2.3000000000000003
2019,4,8,19,30,0,1.9000000000000001
2019,4,8,20,30,0,1.6
2019,4,8,21,30,0,1.4000000000000001
2019,4,8,22,30,0,1.5
2019,4,8,23,30,0,1.6
2019,4,9,0,30,0,1.7000000000000002
2019,4,9,1,30,0,1.9000000000000001
2019,4,9,2,30,0,2.2
2019,4,9,3,30,0,2.6
2019,4,9,4,30,0,2.6
2019,4,9,5,30,0,2.7
2019,4,9,6,30,30,2.8000000000000003
2019,4,9,7,30,207,3.1
2019,4,9,8,30,21,3.3000000000000003
2019,4,9,9,30,0,3.4000000000000004
2019,4,9,10,30,0,3.5
2019,4,9,11,30,0,3.5
2019,4,9,12,30,6,3.3000000000000003
2019,4,9,13,30,2,3.1
2019,4,9,14,30,0,3.1
2019,4,9,15,30,0,3.2
2019,4,9,16,30,0,2.9000000000000004
2019,4,9,17,30,0,1.8
2019,4,9,18,30,0,1.1
2019,4,9,19,30,0,1.1
2019,4,9,20,30,0,2.4000000000000004
2019,4,9,21,30,0,3
2019,4,9,22,30,0,2.8000000000000003
2019,4,9,23,30,0,2.4000000000000004
2019,4,10,0,30,0,2.2
2019,4,10,1,30,0,2
2019,4,10,2,30,0,2
2019,4,10,3,30,0,2.2
2019,4,10,4,30,0,2.5
2019,4,10,5,30,78,2.8000000000000003
2019,4,10,6,30,562,2.9000000000000004
2019,4,10,7,30,476,3
2019,4,10,8,30,522,3.1
2019,4,10,9,30,902,3.1
2019,4,10,10,30,856,3
2019,4,10,11,30,561,2.9000000000000004
2019,4,10,12,30,942,2.9000000000000004
2019,4,10,13,30,723,2.8000000000000003
2019,4,10,14,30,912,2.7
2019,4,10,15,30,857,2.6
2019,4,10,16,30,752,2.4000000000000004
2019,4,10,17,30,538,2.2
2019,4,10,18,30,46,2.1
2019,4,10,19,30,0,2.7
2019,4,10,20,30,0,3
2019,4,10,21,30,0,3.1
2019,4,10,22,30,0,3
2019,4,10,23,30,0,3.1
2019,4,11,0,30,0,2.9000000000000004
2019,4,11,1,30,0,2.8000000000000003
2019,4,11,2,30,0,2.9000000000000004
2019,4,11,3,30,0,2.8000000000000003
2019,4,11,4,30,0,2.8000000000000003
2019,4,11,5,30,0,2.9000000000000004
2019,4,11,6,30,285,3
2019,4,11,7,30,0,3
2019,4,11,8,30,2,2.7
2019,4,11,9,30,6,2.1
2019,4,11,10,30,85,1.5
2019,4,11,11,30,73,1.1
2019,4,11,12,30,25,1
2019,4,11,13,30,156,1.1
2019,4,11,14,30,162,1.3
2019,4,11,15,30,286,1.6
2019,4,11,16,30,0,1.8
2019,4,11,17,30,0,1.9000000000000001
2019,4,11,18,30,0,1.9000000000000001
2019,4,11,19,30,0,2.1
2019,4,11,20,30,0,2.2
2019,4,11,21,30,0,2.3000000000000003
2019,4,11,22,30,0,2.4000000000000004
2019,4,11,23,30,0,2.6
2019,4,12,0,30,0,2.7
2019,4,12,1,30,0,2.7
2019,4,12,2,30,0,2.9000000000000004
2019,4,12,3,30,0,3.1
2019,4,12,4,30,0,2.8000000000000003
2019,4,12,5,30,0,2.5
2019,4,12,6,30,0,2.3000000000000003
2019,4,12,7,30,0,2.3000000000000003
2019,4,12,8,30,6,2.5
2019,4,12,9,30,98,2.8000000000000003
2019,4,12,10,30,176,3.1
2019,4,12,11,30,245,3.4000000000000004
2019,4,12,12,30,395,3.8000000000000003
2019,4,12,13,30,347,4.2
2019,4,12,14,30,101,4.4
2019,4,12,15,30,11,4.4
2019,4,12,16,30,0,4.1000000000000005
2019,4,12,17,30,0,3.8000000000000003
2019,4,12,18,30,0,3.6
2019,4,12,19,30,0,4.1000000000000005
2019,4,12,20,30,0,4.5
2019,4,12,21,30,0,4.6000000000000005
2019,4,12,22,30,0,4.5
2019,4,12,23,30,0,4.5
2019,4,13,0,30,0,4.9
2019,4,13,1,30,0,5.300000000000001
2019,4,13,2,30,0,4.9
2019,4,13,3,30,0,4.4
2019,4,13,4,30,0,3.7
2019,4,13,5,30,0,3.1
2019,4,13,6,30,0,2.8000000000000003
2019,4,13,7,30,0,2.7
2019,4,13,8,30,0,2.7
2019,4,13,9,30,6,2.8000000000000003
2019,4,13,10,30,243,2.7
2019,4,13,11,30,415,2.5
2019,4,13,12,30,815,2.2
2019,4,13,13,30,842,2.1
2019,4,13,14,30,681,2.1
2019,4,13,15,30,358,2.3000000000000003
2019,4,13,16,30,3,2.4000000000000004
2019,4,13,17,30,0,2.6
2019,4,13,18,30,0,2.8000000000000003
2019,4,13,19,30,0,2.8000000000000003
2019,4,13,20,30,0,2.4000000000000004
2019,4,13,21,30,0,2.2
2019,4,13,22,30,0,2.1
2019,4,13,23,30,0,1.9000000000000001
2019,4,14,0,30,0,1.9000000000000001
2019,4,14,1,30,0,1.8
2019,4,14,2,30,0,1.6
2019,4,14,3,30,0,1.4000000000000001
2019,4,14,4,30,0,1.1
2019,4,14,5,30,60,0.9
2019,4,14,6,30,375,1.1
2019,4,14,7,30,304,1.3
2019,4,14,8,30,414,1.5
2019,4,14,9,30,557,1.8
2019,4,14,10,30,388,2.1
2019,4,14,11,30,202,2.5
2019,4,14,12,30,22,2.9000000000000004
2019,4,14,13,30,13,3.2
2019,4,14,14,30,11,3.5
2019,4,14,15,30,0,3.7
2019,4,14,16,30,0,3.6
2019,4,14,17,30,0,3.6
2019,4,14,18,30,0,3.6
2019,4,14,19,30,0,3.8000000000000003
2019,4,14,20,30,0,3.9000000000000004
2019,4,14,21,30,0,3.9000000000000004
2019,4,14,22,30,0,4.3
2019,4,14,23,30,0,4.7
2019,4,15,0,30,0,5.1000000000000005
2019,4,15,1,30,0,5.4
2019,4,15,2,30,0,5.9
2019,4,15,3,30,0,6.2
2019,4,15,4,30,0,6
2019,4,15,5,30,0,5
2019,4,15,6,30,10,3.7
2019,4,15,7,30,448,2.7
2019,4,15,8,30,354,2.5
2019,4,15,9,30,63,3.3000000000000003
2019,4,15,10,30,0,4.6000000000000005
2019,4,15,11,30,31,6
2019,4,15,12,30,45,6.9
2019,4,15,13,30,398,7.300000000000001
2019,4,15,14,30,169,7.6000000000000005
2019,4,15,15,30,341,7.5
2019,4,15,16,30,88,7.2
2019,4,15,17,30,340,6.800000000000001
2019,4,15,18,30,0,6.6000000000000005
2019,4,15,19,30,0,6.2
2019,4,15,20,30,0,5.9
2019,4,15,21,30,0,5.6000000000000005
2019,4,15,22,30,0,5.4
2019,4,15,23,30,0,5.300000000000001
2019,4,16,0,30,0,5.1000000000000005
2019,4,16,1,30,0,4.9
2019,4,16,2,30,0,4.7
2019,4,16,3,30,0,4.6000000000000005
2019,4,16,4,30,0,4.5
2019,4,16,5,30,167,4.6000000000000005
2019,4,16,6,30,617,4.6000000000000005
2019,4,16,7,30,797,4.6000000000000005
2019,4,16,8,30,887,4.6000000000000005
2019,4,16,9,30,929,4.4
2019,4,16,10,30,948,4
2019,4,16,11,30,960,3.7
2019,4,16,12,30,952,3.6
2019,4,16,13,30,931,3.4000000000000004
2019,4,16,14,30,879,3.3000000000000003
2019,4,16,15,30,373,3.1
2019,4,16,16,30,32,2.6
2019,4,16,17,30,0,2.1
2019,4,16,18,30,0,2
2019,4,16,19,30,0,1.9000000000000001
2019,4,16,20,30,0,1.8
2019,4,16,21,30,0,1.7000000000000002
2019,4,16,22,30,0,2
2019,4,16,23,30,0,2.5
2019,4,17,0,30,0,3
2019,4,17,1,30,0,3.2
2019,4,17,2,30,0,3.2
2019,4,17,3,30,0,3.1
2019,4,17,4,30,0,3
2019,4,17,5,30,0,2.9000000000000004
2019,4,17,6,30,0,2.6
2019,4,17,7,30,0,2.4000000000000004
2019,4,17,8,30,1,2.1
2019,4,17,9,30,179,1.9000000000000001
2019,4,17,10,30,294,1.8
2019,4,17,11,30,460,1.5
2019,4,17,12,30,923,1.4000000000000001
2019,4,17,13,30,903,1.5
2019,4,17,14,30,854,1.5
2019,4,17,15,30,772,1.8
2019,4,17,16,30,630,2.4000000000000004
2019,4,17,17,30,306,2.8000000000000003
2019,4,17,18,30,0,2.9000000000000004
2019,4,17,19,30,0,3.2
2019,4,17,20,30,0,3.4000000000000004
2019,4,17,21,30,0,3.5
2019,4,17,22,30,0,3.2
2019,4,17,23,30,0,2.8000000000000003
2019,4,18,0,30,0,2.7
2019,4,18,1,30,0,3
2019,4,18,2,30,0,3.6
2019,4,18,3,30,0,4
2019,4,18,4,30,0,4.1000000000000005
2019,4,18,5,30,0,4.1000000000000005
2019,4,18,6,30,0,4.2
2019,4,18,7,30,0,4.5
2019,4,18,8,30,0,4.7
2019,4,18,9,30,0,4.9
2019,4,18,10,30,0,5.1000000000000005
2019,4,18,11,30,0,5.1000000000000005
2019,4,18,12,30,5,5.2
2019,4,18,13,30,13,5.1000000000000005
2019,4,18,14,30,6,4.800000000000001
2019,4,18,15,30,330,4.6000000000000005
2019,4,18,16,30,152,4.4
2019,4,18,17,30,122,4.3
2019,4,18,18,30,0,4.3
2019,4,18,19,30,0,4.7
2019,4,18,20,30,0,4.7
2019,4,18,21,30,0,4.7
2019,4,18,22,30,0,4.7
2019,4,18,23,30,0,4.800000000000001
2019,4,19,0,30,0,4.9
2019,4,19,1,30,0,4.9
2019,4,19,2,30,0,4.800000000000001
2019,4,19,3,30,0,4.7
2019,4,19,4,30,0,4.6000000000000005
2019,4,19,5,30,29,4.6000000000000005
2019,4,19,6,30,241,4.800000000000001
2019,4,19,7,30,277,5.300000000000001
2019,4,19,8,30,89,5.6000000000000005
2019,4,19,9,30,28,5.6000000000000005
2019,4,19,10,30,90,5.6000000000000005
2019,4,19,11,30,84,5.6000000000000005
2019,4,19,12,30,98,5.5
2019,4,19,13,30,313,5.4
2019,4,19,14,30,299,5.300000000000001
2019,4,19,15,30,290,5.1000000000000005
2019,4,19,16,30,193,5.300000000000001
2019,4,19,17,30,0,5.6000000000000005
2019,4,19,18,30,0,5.6000000000000005
2019,4,19,19,30,0,5.7
2019,4,19,20,30,0,5.800000000000001
2019,4,19,21,30,0,6
2019,4,19,22,30,0,5.7
2019,4,19,23,30,0,5.1000000000000005
2019,4,20,0,30,0,4.7
2019,4,20,1,30,0,4.6000000000000005
2019,4,20,2,30,0,4.6000000000000005
2019,4,20,3,30,0,4.800000000000001
2019,4,20,4,30,0,5
2019,4,20,5,30,0,5.4
2019,4,20,6,30,0,5.800000000000001
2019,4,20,7,30,0,5.7
2019,4,20,8,30,0,5.2
2019,4,20,9,30,0,4.9
2019,4,20,10,30,1,5.6000000000000005
2019,4,20,11,30,8,6.5
2019,4,20,12,30,9,6.5
2019,4,20,13,30,14,5.6000000000000005
2019,4,20,14,30,39,4.3
2019,4,20,15,30,14,3.6
2019,4,20,16,30,4,3.7
2019,4,20,17,30,0,3.9000000000000004
2019,4,20,18,30,0,4
2019,4,20,19,30,0,2.9000000000000004
2019,4,20,20,30,0,2.4000000000000004
2019,4,20,21,30,0,2.1
2019,4,20,22,30,0,1.7000000000000002
2019,4,20,23,30,0,1.5
2019,4,21,0,30,0,1.2000000000000002
2019,4,21,1,30,0,1.1
2019,4,21,2,30,0,1.3
2019,4,21,3,30,0,1.7000000000000002
2019,4,21,4,30,0,1.8
2019,4,21,5,30,0,1.8
2019,4,21,6,30,379,1.8
2019,4,21,7,30,46,1.9000000000000001
2019,4,21,8,30,356,2.2
2019,4,21,9,30,472,2.5
2019,4,21,10,30,32,2.7
2019,4,21,11,30,232,2.6
2019,4,21,12,30,23,2.5
2019,4,21,13,30,717,2.4000000000000004
2019,4,21,14,30,855,2.2
2019,4,21,15,30,478,2.1
2019,4,21,16,30,204,2.1
2019,4,21,17,30,103,2
2019,4,21,18,30,0,1.9000000000000001
2019,4,21,19,30,0,1.2000000000000002
2019,4,21,20,30,0,0.8
2019,4,21,21,30,0,0.5
2019,4,21,22,30,0,0.7000000000000001
2019,4,21,23,30,0,1.1
2019,4,22,0,30,0,1.6
2019,4,22,1,30,0,2.1
2019,4,22,2,30,0,2.3000000000000003
2019,4,22,3,30,0,2.4000000000000004
2019,4,22,4,30,0,2.6
2019,4,22,5,30,145,3
2019,4,22,6,30,488,3.2
2019,4,22,7,30,97,3.2
2019,4,22,8,30,344,3.1
2019,4,22,9,30,20,2.9000000000000004
2019,4,22,10,30,29,2.8000000000000003
2019,4,22,11,30,33,2.6
2019,4,22,12,30,1,2.5
2019,4,22,13,30,1,2.4000000000000004
2019,4,22,14,30,17,2.3000000000000003
2019,4,22,15,30,3,2.3000000000000003
2019,4,22,16,30,0,2.2
2019,4,22,17,30,0,2.1
2019,4,22,18,30,0,1.9000000000000001
2019,4,22,19,30,0,1.6
2019,4,22,20,30,0,1.4000000000000001
2019,4,22,21,30,0,1.3
2019,4,22,22,30,0,1.2000000000000002
2019,4,22,23,30,0,1.5
2019,4,23,0,30,0,2
2019,4,23,1,30,0,2.3000000000000003
2019,4,23,2,30,0,2.3000000000000003
2019,4,23,3,30,0,2.1
2019,4,23,4,30,0,1.9000000000000001
2019,4,23,5,30,188,1.8
2019,4,23,6,30,536,1.5
2019,4,23,7,30,705,1.2000000000000002
2019,4,23,8,30,792,1.1
2019,4,23,9,30,845,1
2019,4,23,10,30,877,0.9
2019,4,23,11,30,885,1
2019,4,23,12,30,854,1.4000000000000001
2019,4,23,13,30,419,1.9000000000000001
2019,4,23,14,30,774,2.1
2019,4,23,15,30,97,2.4000000000000004
2019,4,23,16,30,317,3.3000000000000003
2019,4,23,17,30,0,3.5
2019,4,23,18,30,0,3.1
2019,4,23,19,30,0,3.5
2019,4,23,20,30,0,3.8000000000000003
2019,4,23,21,30,0,4
2019,4,23,22,30,0,4
2019,4,23,23,30,0,3.6
2019,4,24,0,30,0,3.4000000000000004
2019,4,24,1,30,0,3.2
2019,4,24,2,30,0,2.8000000000000003
2019,4,24,3,30,0,2.3000000000000003
2019,4,24,4,30,0,2.3000000000000003
2019,4,24,5,30,240,2.8000000000000003
2019,4,24,6,30,618,3.4000000000000004
2019,4,24,7,30,787,3.5
2019,4,24,8,30,868,3.3000000000000003
2019,4,24,9,30,915,3.1
2019,4,24,10,30,939,2.9000000000000004
2019,4,24,11,30,951,2.7
2019,4,24,12,30,951,2.6
2019,4,24,13,30,939,2.6
2019,4,24,14,30,906,2.5
2019,4,24,15,30,850,2.3000000000000003
2019,4,24,16,30,747,2
2019,4,24,17,30,546,1.6
2019,4,24,18,30,116,1.5
2019,4,24,19,30,0,1.6
2019,4,24,20,30,0,1.9000000000000001
2019,4,24,21,30,0,2.2
2019,4,24,22,30,0,2.6
2019,4,24,23,30,0,2.8000000000000003
2019,4,25,0,30,0,2.9000000000000004
2019,4,25,1,30,0,2.8000000000000003
2019,4,25,2,30,0,2.6
2019,4,25,3,30,0,2.4000000000000004
2019,4,25,4,30,0,2.3000000000000003
2019,4,25,5,30,121,2.4000000000000004
2019,4,25,6,30,601,2.3000000000000003
2019,4,25,7,30,751,2
2019,4,25,8,30,727,1.5
2019,4,25,9,30,586,1.2000000000000002
2019,4,25,10,30,457,1.2000000000000002
2019,4,25,11,30,229,1.4000000000000001
2019,4,25,12,30,356,1.6
2019,4,25,13,30,222,1.9000000000000001
2019,4,25,14,30,47,2.1
2019,4,25,15,30,4,2.2
2019,4,25,16,30,0,2.3000000000000003
2019,4,25,17,30,0,2.1
2019,4,25,18,30,0,1.9000000000000001
2019,4,25,19,30,0,1.9000000000000001
2019,4,25,20,30,0,2.1
2019,4,25,21,30,0,2.4000000000000004
2019,4,25,22,30,0,2.5
2019,4,25,23,30,0,2.6
2019,4,26,0,30,0,2.6
2019,4,26,1,30,0,2.6
2019,4,26,2,30,0,2.5
2019,4,26,3,30,0,2.5
2019,4,26,4,30,0,2.6
2019,4,26,5,30,0,2.7
2019,4,26,6,30,14,3
2019,4,26,7,30,43,3.3000000000000003
2019,4,26,8,30,13,3.4000000000000004
2019,4,26,9,30,4,3.2
2019,4,26,10,30,4,3.1
2019,4,26,11,30,6,3.3000000000000003
2019,4,26,12,30,0,3.6
2019,4,26,13,30,35,3.8000000000000003
2019,4,26,14,30,8,4.1000000000000005
2019,4,26,15,30,0,4.3
2019,4,26,16,30,0,4.5
2019,4,26,17,30,20,4.7
2019,4,26,18,30,0,4.9
2019,4,26,19,30,0,3.3000000000000003
2019,4,26,20,30,0,2.3000000000000003
2019,4,26,21,30,0,2.9000000000000004
2019,4,26,22,30,0,4.6000000000000005
2019,4,26,23,30,0,5.300000000000001
2019,4,27,0,30,0,5
2019,4,27,1,30,0,4.800000000000001
2019,4,27,2,30,0,4.9
2019,4,27,3,30,0,5
2019,4,27,4,30,0,4.800000000000001
2019,4,27,5,30,274,4.9
2019,4,27,6,30,639,5.300000000000001
2019,4,27,7,30,800,5.800000000000001
2019,4,27,8,30,877,6.2
2019,4,27,9,30,695,6.2
2019,4,27,10,30,693,6.1000000000000005
2019,4,27,11,30,593,5.800000000000001
2019,4,27,12,30,30,5.4
2019,4,27,13,30,19,4.9
2019,4,27,14,30,252,4.5
2019,4,27,15,30,400,4
2019,4,27,16,30,731,3.4000000000000004
2019,4,27,17,30,539,3
2019,4,27,18,30,128,2.9000000000000004
2019,4,27,19,30,0,2.9000000000000004
2019,4,27,20,30,0,2.9000000000000004
2019,4,27,21,30,0,2.8000000000000003
2019,4,27,22,30,0,2.5
2019,4,27,23,30,0,2.1
2019,4,28,0,30,0,1.8
2019,4,28,1,30,0,1.4000000000000001
2019,4,28,2,30,0,1
2019,4,28,3,30,0,0.7000000000000001
2019,4,28,4,30,0,0.9
2019,4,28,5,30,0,1.4000000000000001
2019,4,28,6,30,0,1.9000000000000001
2019,4,28,7,30,0,2.5
2019,4,28,8,30,0,2.7
2019,4,28,9,30,1,2.3000000000000003
2019,4,28,10,30,4,2.2
2019,4,28,11,30,13,2.7
2019,4,28,12,30,17,2.9000000000000004
2019,4,28,13,30,262,2.7
2019,4,28,14,30,101,2.8000000000000003
2019,4,28,15,30,1,3.1
2019,4,28,16,30,0,3.3000000000000003
2019,4,28,17,30,37,3.3000000000000003
2019,4,28,18,30,34,3.2
2019,4,28,19,30,0,2.5
2019,4,28,20,30,0,2.4000000000000004
2019,4,28,21,30,0,2.3000000000000003
2019,4,28,22,30,0,2.4000000000000004
2019,4,28,23,30,0,2.8000000000000003
2019,4,29,0,30,0,3.2
2019,4,29,1,30,0,3.3000000000000003
2019,4,29,2,30,0,3.3000000000000003
2019,4,29,3,30,0,3.3000000000000003
2019,4,29,4,30,0,3.1
2019,4,29,5,30,178,2.9000000000000004
2019,4,29,6,30,644,2.5
2019,4,29,7,30,792,2.3000000000000003
2019,4,29,8,30,830,2
2019,4,29,9,30,740,1.3
2019,4,29,10,30,545,1.1
2019,4,29,11,30,566,1.4000000000000001
2019,4,29,12,30,527,1.9000000000000001
2019,4,29,13,30,425,2.3000000000000003
2019,4,29,14,30,163,2.7
2019,4,29,15,30,60,3
2019,4,29,16,30,3,3.1
2019,4,29,17,30,3,3.2
2019,4,29,18,30,0,3.2
2019,4,29,19,30,0,2.5
2019,4,29,20,30,0,2
2019,4,29,21,30,0,2.1
2019,4,29,22,30,0,2.5
2019,4,29,23,30,0,2.5
2019,4,30,0,30,0,2.3000000000000003
2019,4,30,1,30,0,2.2
2019,4,30,2,30,0,1.9000000000000001
2019,4,30,3,30,0,1.6
2019,4,30,4,30,0,1.3
2019,4,30,5,30,0,1.1
2019,4,30,6,30,0,1
2019,4,30,7,30,0,0.8
2019,4,30,8,30,0,0.6000000000000001
2019,4,30,9,30,4,0.6000000000000001
2019,4,30,10,30,6,0.8
2019,4,30,11,30,11,1.1
2019,4,30,12,30,103,1.2000000000000002
2019,4,30,13,30,135,1.2000000000000002
2019,4,30,14,30,158,1.2000000000000002
2019,4,30,15,30,286,1.4000000000000001
2019,4,30,16,30,193,1.8
2019,4,30,17,30,240,2.1
2019,4,30,18,30,11,2.2
2019,4,30,19,30,0,2.3000000000000003
2019,4,30,20,30,0,2.2
2019,4,30,21,30,0,1.9000000000000001
2019,4,30,22,30,0,1.7000000000000002
2019,4,30,23,30,0,1.7000000000000002
2019,5,1,0,30,0,1.5
2019,5,1,1,30,0,1.5
2019,5,1,2,30,0,1.8
2019,5,1,3,30,0,2.2
2019,5,1,4,30,0,2.5
2019,5,1,5,30,0,2.8000000000000003
2019,5,1,6,30,88,2.9000000000000004
2019,5,1,7,30,3,3
2019,5,1,8,30,2,2.9000000000000004
2019,5,1,9,30,13,2.8000000000000003
2019,5,1,10,30,3,2.7
2019,5,1,11,30,13,2.7
2019,5,1,12,30,1,2.8000000000000003
2019,5,1,13,30,1,3
2019,5,1,14,30,5,2.9000000000000004
2019,5,1,15,30,0,2.8000000000000003
2019,5,1,16,30,0,2.7
2019,5,1,17,30,0,2.5
2019,5,1,18,30,37,2.4000000000000004
2019,5,1,19,30,0,2.1
2019,5,1,20,30,0,1.9000000000000001
2019,5,1,21,30,0,1.7000000000000002
